country,code country,Year,Maize yield
Ethiopia (former),OWID_ERE,1964,96.999.997
Europe,0,1964,2.592.196
Europe (FAO),0,1964,2.5923
European Union (27),0,1964,2.465.378
European Union (27) (FAO),0,1964,24.654.999
Faroe Islands,FRO,1964,0
Fiji,FJI,1964,2.1978
Finland,FIN,1964,0
France,FRA,1964,2.3546
French Guiana,GUF,1964,7.9167
French Polynesia,PYF,1964,0
Gabon,GAB,1964,1.5273
Gambia,GMB,1964,40.739.998
Germany,DEU,1964,33.690.999
Ghana,GHA,1964,8.537
Greece,GRC,1964,1.7443
Grenada,GRD,1964,87.299.997
Guadeloupe,GLP,1964,2
Guatemala,GTM,1964,9.212
Guinea,GIN,1964,1.1494
Guinea-Bissau,GNB,1964,8.333
Guyana,GUY,1964,1.0647
Haiti,HTI,1964,10.310.999
High-income countries,0,1964,35.279.715
Honduras,HND,1964,1.1086
Hong Kong,HKG,1964,0
Hungary,HUN,1964,29.029.999
Iceland,ISL,1964,0
India,IND,1964,01.01
Indonesia,IDN,1964,1.0336
Iran,IRN,1964,1
Iraq,IRQ,1964,1.4
Ireland,IRL,1964,0
Israel,ISR,1964,34.908.998
Italy,ITA,1964,36.906.998
Jamaica,JAM,1964,1.1046
Japan,JPN,1964,2.3539
Jordan,JOR,1964,6.407
Kenya,KEN,1964,1.1714
Land Locked Developing Countries (FAO),0,1964,1.1068
Laos,LAO,1964,1.5833
Least Developed Countries (FAO),0,1964,97.249.997
Lebanon,LBN,1964,2
Lesotho,LSO,1964,81.479.996
Liberia,LBR,1964,0
Libya,LBY,1964,9.231
Low Income Food Deficit Countries (FAO),0,1964,10.899.999
Low-income countries,0,1964,12.174.221
Lower-middle-income countries,0,1964,10.066.952
Madagascar,MDG,1964,1.0418
Malawi,MWI,1964,1.1211
Malaysia,MYS,1964,1.3441
Maldives,MDV,1964,1
Mali,MLI,1964,8.372
Malta,MLT,1964,0
Mauritania,MRT,1964,61.539.996
Mauritius,MUS,1964,1
Melanesia,OWID_MNS,1964,1.3612
Mexico,MEX,1964,11.331.999
Middle Africa (FAO),0,1964,7.687
Mongolia,MNG,1964,0
Morocco,MAR,1964,8.696
Mozambique,MOZ,1964,0.9
Myanmar,MMR,1964,6.484
Namibia,NAM,1964,1.1667
Nepal,NPL,1964,19.541.999
Net Food Importing Developing Countries (FAO),0,1964,11.051.999
Netherlands,NLD,1964,4
New Caledonia,NCL,1964,2
New Zealand,NZL,1964,4.8394
Nicaragua,NIC,1964,90.599.996
Niger,NER,1964,7.863
Nigeria,NGA,1964,0.76
North America,0,1964,31.290.178
North Korea,PRK,1964,28.130.999
Northern Africa (FAO),0,1964,19.772.999
Northern America (FAO),0,1964,3.9629
Northern Europe (FAO),0,1964,0
Norway,NOR,1964,0
Oceania,0,1964,2.074.619
Oceania (FAO),0,1964,2.0746
Oman,OMN,1964,0
Pakistan,PAK,1964,1.0861
Panama,PAN,1964,829
Papua New Guinea,PNG,1964,10.864.999
Paraguay,PRY,1964,1.2972
Peru,PER,1964,14.485.999
Philippines,PHL,1964,6.827
Poland,POL,1964,2.4324
Polynesia,OWID_PYA,1964,0
Portugal,PRT,1964,1.2027
Puerto Rico,PRI,1964,1.115
Reunion,REU,1964,39.473.999
Romania,ROU,1964,2.0161
Rwanda,RWA,1964,88.259.995
Saint Kitts and Nevis,KNA,1964,0
Saint Lucia,LCA,1964,1.5
Saint Vincent and the Grenadines,VCT,1964,4
Sao Tome and Principe,STP,1964,14.814.999
Saudi Arabia,SAU,1964,0.5
Senegal,SEN,1964,7.872
Sierra Leone,SLE,1964,49.839.997
Small Island Developing States (FAO),0,1964,1.0286
Solomon Islands,SLB,1964,0
Somalia,SOM,1964,86.609.995
South Africa,ZAF,1964,9.723
South America,0,1964,12.947.013
South America (FAO),0,1964,1.2947
South Korea,KOR,1964,8.093
South-eastern Asia (FAO),0,1964,1.1941
Southern Africa (FAO),0,1964,9.597
Southern Asia (FAO),0,1964,1.1197
Southern Europe (FAO),0,1964,27.345.998
Spain,ESP,1964,2.3392
Sri Lanka,LKA,1964,8.354
Sudan (former),0,1964,79.719.996
Suriname,SUR,1964,21.729.999
Sweden,SWE,1964,0
Switzerland,CHE,1964,49.200.997
Syria,SYR,1964,1.139
Taiwan,TWN,1964,2.1034
Tanzania,TZA,1964,77.419.996
Thailand,THA,1964,1.7271
Togo,TGO,1964,0.44
Trinidad and Tobago,TTO,1964,3.5897
Tunisia,TUN,1964,0
Turkey,TUR,1964,1.4706
USSR,OWID_USS,1964,27.080.998
Uganda,UGA,1964,1.1399
United Kingdom,GBR,1964,0
United States,USA,1964,39.477.642
Upper-middle-income countries,0,1964,15.097.772
Uruguay,URY,1964,5.446
Vanuatu,VUT,1964,0.5
Venezuela,VEN,1964,10.720.999
Vietnam,VNM,1964,1.2436
Western Africa (FAO),0,1964,72.429.997
Western Asia (FAO),0,1964,1.3794
Western Europe (FAO),0,1964,2.4835
World,OWID_WRL,1964,19.936.999
Yemen,YEM,1964,24.443.998
Yugoslavia,OWID_YGS,1964,2.8643
Zambia,ZMB,1964,8.354
Zimbabwe,ZWE,1964,9.547
Afghanistan,AFG,1965,14.399.999
Africa,0,1965,10.275.393
Africa (FAO),0,1965,1.0272
Albania,ALB,1965,1.0509
Algeria,DZA,1965,1.1
Americas (FAO),0,1965,2.9233
Angola,AGO,1965,9.375
Argentina,ARG,1965,16.784.999
Asia,0,1965,13.219.807
Asia (FAO),0,1965,13.219.999
Australia,AUS,1965,20.335.999
Austria,AUT,1965,3.7315
Bahamas,BHS,1965,9.091
Bangladesh,BGD,1965,7.532
Barbados,BRB,1965,18.666.999
Belgium-Luxembourg (FAO),0,1965,5.1933
Belize,BLZ,1965,6.552
Benin,BEN,1965,57.019.997
Bhutan,BTN,1965,13.989.999
Bolivia,BOL,1965,1.2949
Botswana,BWA,1965,2.668
Brazil,BRA,1965,13.808.999
Brunei,BRN,1965,0
Bulgaria,BGR,1965,2.2315
Burkina Faso,BFA,1965,7.247
Burundi,BDI,1965,1.1984
Cambodia,KHM,1965,10.182.999
Cameroon,CMR,1965,7.586
Canada,CAN,1965,50.060.997
Cape Verde,CPV,1965,48.569.998
Caribbean (FAO),0,1965,1.0567
Central African Republic,CAF,1965,79.999.995
Central America (FAO),0,1965,11.316.999
Chad,TCD,1965,77.779.996
Chile,CHL,1965,2.9665
China,CHN,1965,1.5107
Colombia,COL,1965,1.2022
Comoros,COM,1965,10.713.999
Congo,COG,1965,1
Costa Rica,CRI,1965,1.4955
Cote d'Ivoire,CIV,1965,695
Cuba,CUB,1965,9.255
Cyprus,CYP,1965,0
Czechoslovakia,OWID_CZS,1965,27.872.999
Democratic Republic of Congo,COD,1965,6.796
Denmark,DNK,1965,0
Dominica,DMA,1965,1.25
Dominican Republic,DOM,1965,1.5
East Timor,TLS,1965,1.0198
Eastern Africa (FAO),0,1965,95.229.995
Eastern Asia (FAO),0,1965,1.5423
Eastern Europe (FAO),0,1965,2.2759
Ecuador,ECU,1965,6.234
Egypt,EGY,1965,4.0703
El Salvador,SLV,1965,1.0514
Eswatini,SWZ,1965,44.099.998
Ethiopia (former),OWID_ERE,1965,98.499.995
Europe,0,1965,24.041.283
Europe (FAO),0,1965,24.041.998
European Union (27),0,1965,24.020.524
European Union (27) (FAO),0,1965,2.4022
Faroe Islands,FRO,1965,0
Fiji,FJI,1965,2.2222
Finland,FIN,1965,0
France,FRA,1965,39.799.998
French Guiana,GUF,1965,7.9167
French Polynesia,PYF,1965,0
Gabon,GAB,1965,1.5273
Gambia,GMB,1965,40.739.998
Germany,DEU,1965,3.5354
Ghana,GHA,1965,1.2062
Greece,GRC,1965,17.278.999
Grenada,GRD,1965,87.299.997
Guadeloupe,GLP,1965,2
Guatemala,GTM,1965,9.554
Guinea,GIN,1965,79.999.995
Guinea-Bissau,GNB,1965,8.333
Guyana,GUY,1965,1.1987
Haiti,HTI,1965,01.04
High-income countries,0,1965,4.038.351
Honduras,HND,1965,1.1366
Hong Kong,HKG,1965,0
Hungary,HUN,1965,2.9262
Iceland,ISL,1965,0
India,IND,1965,1.005
Indonesia,IDN,1965,9.432
Iran,IRN,1965,1
Iraq,IRQ,1965,1.4632
Ireland,IRL,1965,0
Israel,ISR,1965,3.9024
Italy,ITA,1965,3.2278
Jamaica,JAM,1965,11.122.999
Japan,JPN,1965,2.5017
Jordan,JOR,1965,14.241.999
Kenya,KEN,1965,1.0713
Land Locked Developing Countries (FAO),0,1965,1.0921
Laos,LAO,1965,15.332.999
Least Developed Countries (FAO),0,1965,94.339.997
Lebanon,LBN,1965,18.499.999
Lesotho,LSO,1965,7.097
Liberia,LBR,1965,0
Libya,LBY,1965,13.012.999
Low Income Food Deficit Countries (FAO),0,1965,10.426.999
Low-income countries,0,1965,1.103.416
Lower-middle-income countries,0,1965,10.271.645
Madagascar,MDG,1965,9.525
Malawi,MWI,1965,8.725
Malaysia,MYS,1965,1.1977
Maldives,MDV,1965,1
Mali,MLI,1965,8.713
Malta,MLT,1965,0
Mauritania,MRT,1965,5.846
Mauritius,MUS,1965,1.6444
Melanesia,OWID_MNS,1965,1.2365
Mexico,MEX,1965,1.1578
Middle Africa (FAO),0,1965,79.389.995
Mongolia,MNG,1965,0
Morocco,MAR,1965,76.739.997
Mozambique,MOZ,1965,92.859.995
Myanmar,MMR,1965,5.963
Namibia,NAM,1965,12.221.999
Nepal,NPL,1965,1.898
Net Food Importing Developing Countries (FAO),0,1965,11.044.999
Netherlands,NLD,1965,4.1667
New Caledonia,NCL,1965,17.142.999
New Zealand,NZL,1965,5.999
Nicaragua,NIC,1965,8.767
Niger,NER,1965,6.113
Nigeria,NGA,1965,8.262
North America,0,1965,3.607.011
North Korea,PRK,1965,2.4579
Northern Africa (FAO),0,1965,2.5444
Northern America (FAO),0,1965,4.654
Northern Europe (FAO),0,1965,0
Norway,NOR,1965,0
Oceania,0,1965,21.892.033
Oceania (FAO),0,1965,2.1892
Oman,OMN,1965,0
Pakistan,PAK,1965,9.956
Panama,PAN,1965,8.005
Papua New Guinea,PNG,1965,12.804.999
Paraguay,PRY,1965,1.3003
Peru,PER,1965,16.274.999
Philippines,PHL,1965,6.552
Poland,POL,1965,2.029
Polynesia,OWID_PYA,1965,0
Portugal,PRT,1965,9.483
Puerto Rico,PRI,1965,1.3426
Reunion,REU,1965,39.473.999
Romania,ROU,1965,1.7778
Rwanda,RWA,1965,1.9
Saint Kitts and Nevis,KNA,1965,0
Saint Lucia,LCA,1965,1.25
Saint Vincent and the Grenadines,VCT,1965,4
Sao Tome and Principe,STP,1965,14.814.999
Saudi Arabia,SAU,1965,0.5
Senegal,SEN,1965,7.515
Sierra Leone,SLE,1965,6.667
Small Island Developing States (FAO),0,1965,10.038.999
Solomon Islands,SLB,1965,0
Somalia,SOM,1965,86.609.995
South Africa,ZAF,1965,1.0741
South America,0,1965,13.962.954
South America (FAO),0,1965,1.3963
South Korea,KOR,1965,8.085
South-eastern Asia (FAO),0,1965,93.219.995
Southern Africa (FAO),0,1965,1.0512
Southern Asia (FAO),0,1965,1.1035
Southern Europe (FAO),0,1965,23.214.998
Spain,ESP,1965,2.3876
Sri Lanka,LKA,1965,834
Sudan (former),0,1965,71.889.997
Suriname,SUR,1965,2.5442
Sweden,SWE,1965,0
Switzerland,CHE,1965,4.2241
Syria,SYR,1965,1.025
Taiwan,TWN,1965,2.2068
Tanzania,TZA,1965,7.905
Thailand,THA,1965,18.185.999
Togo,TGO,1965,4.254
Trinidad and Tobago,TTO,1965,37.735.999
Tunisia,TUN,1965,0
Turkey,TUR,1965,1.4538
USSR,OWID_USS,1965,2.5275
Uganda,UGA,1965,9.507
United Kingdom,GBR,1965,0
United States,USA,1965,46.507.044
Upper-middle-income countries,0,1965,14.703.616
Uruguay,URY,1965,3.275
Vanuatu,VUT,1965,0.5
Venezuela,VEN,1965,11.281.999
Vietnam,VNM,1965,1.1503
Western Africa (FAO),0,1965,7.651
Western Asia (FAO),0,1965,1.3584
Western Europe (FAO),0,1965,3.9557
World,OWID_WRL,1965,2.1237
Yemen,YEM,1965,2.4545
Yugoslavia,OWID_YGS,1965,2.3165
Zambia,ZMB,1965,875
Zimbabwe,ZWE,1965,1.096
Afghanistan,AFG,1966,14.399.999
Africa,0,1966,10.732.932
Africa (FAO),0,1966,10.728.999
Albania,ALB,1966,1.5051
Algeria,DZA,1966,819
Americas (FAO),0,1966,2.9125
Angola,AGO,1966,7.917
Antigua and Barbuda,ATG,1966,2.5
Argentina,ARG,1966,2.1499
Asia,0,1966,14.278.579
Asia (FAO),0,1966,1.4279
Australia,AUS,1966,1.5694
Austria,AUT,1966,4.9644
Bahamas,BHS,1966,9.149
Bangladesh,BGD,1966,8.333
Barbados,BRB,1966,2.075
Belgium-Luxembourg (FAO),0,1966,5.0694
Belize,BLZ,1966,48.729.998
Benin,BEN,1966,5.517
Bhutan,BTN,1966,1.4015
Bolivia,BOL,1966,1.3219
Botswana,BWA,1966,5.647
Brazil,BRA,1966,1.3066
Brunei,BRN,1966,0
Bulgaria,BGR,1966,38.430.998
Burkina Faso,BFA,1966,7.333
Burundi,BDI,1966,99.859.995
Cambodia,KHM,1966,15.275.999
Cameroon,CMR,1966,7.619
Canada,CAN,1966,5.1615
Cape Verde,CPV,1966,4.872
Caribbean (FAO),0,1966,01.06
Central African Republic,CAF,1966,79.999.995
Central America (FAO),0,1966,1.1021
Chad,TCD,1966,8.487
Chile,CHL,1966,35.356.998
China,CHN,1966,17.134.999
Colombia,COL,1966,1.005
Comoros,COM,1966,1.1
Congo,COG,1966,625
Costa Rica,CRI,1966,12.702.999
Cote d'Ivoire,CIV,1966,7.143
Cuba,CUB,1966,9.184
Cyprus,CYP,1966,0
Czechoslovakia,OWID_CZS,1966,3.2737
Democratic Republic of Congo,COD,1966,6.806
Denmark,DNK,1966,0
Dominica,DMA,1966,1.25
Dominican Republic,DOM,1966,16.999.999
East Timor,TLS,1966,10.426.999
Eastern Africa (FAO),0,1966,97.029.996
Eastern Asia (FAO),0,1966,1.7439
Eastern Europe (FAO),0,1966,2.7182
Ecuador,ECU,1966,65.419.996
Egypt,EGY,1966,3.5891
El Salvador,SLV,1966,1.2808
Eswatini,SWZ,1966,4.025
Ethiopia (former),OWID_ERE,1966,1
Europe,0,1966,29.091.203
Europe (FAO),0,1966,2.9092
European Union (27),0,1966,29.593.983
European Union (27) (FAO),0,1966,29.594.998
Faroe Islands,FRO,1966,0
Fiji,FJI,1966,2.3529
Finland,FIN,1966,0
France,FRA,1966,4.5037
French Guiana,GUF,1966,73.999.996
French Polynesia,PYF,1966,0
Gabon,GAB,1966,1.5091
Gambia,GMB,1966,6.667
Germany,DEU,1966,4.0115
Ghana,GHA,1966,1.6026
Greece,GRC,1966,1.976
Grenada,GRD,1966,871
Guadeloupe,GLP,1966,2
Guatemala,GTM,1966,9.026
Guinea,GIN,1966,1.1587
Guinea-Bissau,GNB,1966,6.667
Guyana,GUY,1966,1.1993
Haiti,HTI,1966,1.0387
High-income countries,0,1966,4.122.369
Honduras,HND,1966,1.1966
Hong Kong,HKG,1966,0
Hungary,HUN,1966,3.1581
Iceland,ISL,1966,0
India,IND,1966,96.449.995
Indonesia,IDN,1966,98.399.997
Iran,IRN,1966,01.05
Iraq,IRQ,1966,10.792.999
Ireland,IRL,1966,0
Israel,ISR,1966,3.3613
Italy,ITA,1966,3.5532
Jamaica,JAM,1966,98.639.995
Japan,JPN,1966,2.4253
Jordan,JOR,1966,8.955
Kenya,KEN,1966,1.0792
Land Locked Developing Countries (FAO),0,1966,1.0971
Laos,LAO,1966,1.5385
Least Developed Countries (FAO),0,1966,9.528
Lebanon,LBN,1966,18.600.999
Lesotho,LSO,1966,7.786
Liberia,LBR,1966,0
Libya,LBY,1966,99.679.995
Low Income Food Deficit Countries (FAO),0,1966,1.0643
Low-income countries,0,1966,11.422.286
Lower-middle-income countries,0,1966,10.258.118
Madagascar,MDG,1966,1.0532
Malawi,MWI,1966,9.314
Malaysia,MYS,1966,1.2672
Maldives,MDV,1966,1
Mali,MLI,1966,8.911
Malta,MLT,1966,0
Mauritania,MRT,1966,61.539.996
Mauritius,MUS,1966,2.5249
Melanesia,OWID_MNS,1966,13.349.999
Mexico,MEX,1966,11.187.999
Middle Africa (FAO),0,1966,7.459
Mongolia,MNG,1966,0
Morocco,MAR,1966,4.301
Mozambique,MOZ,1966,9.565
Myanmar,MMR,1966,61.649.996
Namibia,NAM,1966,12.221.999
Nepal,NPL,1966,1.8312
Net Food Importing Developing Countries (FAO),0,1966,1.1085
Netherlands,NLD,1966,4
New Caledonia,NCL,1966,2
New Zealand,NZL,1966,5.9283
Nicaragua,NIC,1966,8.911
Niger,NER,1966,634
Nigeria,NGA,1966,8.515
North America,0,1966,3.537.619
North Korea,PRK,1966,27.129.998
Northern Africa (FAO),0,1966,2.1887
Northern America (FAO),0,1966,4.5972
Northern Europe (FAO),0,1966,0
Norway,NOR,1966,0
Oceania,0,1966,17.335.134
Oceania (FAO),0,1966,1.7335
Oman,OMN,1966,0
Pakistan,PAK,1966,1.0608
Panama,PAN,1966,7.783
Papua New Guinea,PNG,1966,1.3226
Paraguay,PRY,1966,1.0997
Peru,PER,1966,1.637
Philippines,PHL,1966,69.049.996
Poland,POL,1966,2.3214
Polynesia,OWID_PYA,1966,0
Portugal,PRT,1966,1.2262
Puerto Rico,PRI,1966,1.1542
Reunion,REU,1966,4.186
Romania,ROU,1966,2.4399
Rwanda,RWA,1966,1
Saint Kitts and Nevis,KNA,1966,0
Saint Lucia,LCA,1966,1.5
Saint Vincent and the Grenadines,VCT,1966,3.5
Sao Tome and Principe,STP,1966,1.4483
Saudi Arabia,SAU,1966,0.5
Senegal,SEN,1966,7.777
Sierra Leone,SLE,1966,95.239.997
Small Island Developing States (FAO),0,1966,99.689.996
Solomon Islands,SLB,1966,0
Somalia,SOM,1966,86.069.995
South Africa,ZAF,1966,1.2169
South America,0,1966,14.732.114
South America (FAO),0,1966,1.4732
South Korea,KOR,1966,9.436
South-eastern Asia (FAO),0,1966,97.349.995
Southern Africa (FAO),0,1966,11.833.999
Southern Asia (FAO),0,1966,10.692.999
Southern Europe (FAO),0,1966,2.8941
Spain,ESP,1966,2.3938
Sri Lanka,LKA,1966,7.861
Sudan (former),0,1966,6.458
Suriname,SUR,1966,15.145.999
Sweden,SWE,1966,0
Switzerland,CHE,1966,49.375.997
Syria,SYR,1966,13.589.999
Taiwan,TWN,1966,2.1506
Tanzania,TZA,1966,79.999.995
Thailand,THA,1966,1.9016
Togo,TGO,1966,5.309
Trinidad and Tobago,TTO,1966,4
Tunisia,TUN,1966,0
Turkey,TUR,1966,1.5267
USSR,OWID_USS,1966,2.6064
Uganda,UGA,1966,8.922
United Kingdom,GBR,1966,0
United States,USA,1966,45.879.416
Upper-middle-income countries,0,1966,1.607.889
Uruguay,URY,1966,789
Vanuatu,VUT,1966,4.714
Venezuela,VEN,1966,1.194
Vietnam,VNM,1966,9.589
Western Africa (FAO),0,1966,838
Western Asia (FAO),0,1966,14.232.999
Western Europe (FAO),0,1966,4.5148
World,OWID_WRL,1966,2.2078
Yemen,YEM,1966,2.4545
Yugoslavia,OWID_YGS,1966,31.913.998
Zambia,ZMB,1966,93.899.995
Zimbabwe,ZWE,1966,1.137
Afghanistan,AFG,1967,1.4144
Africa,0,1967,13.703.098
Africa (FAO),0,1967,1.3685
Albania,ALB,1967,1.7241
Algeria,DZA,1967,1.0948
Americas (FAO),0,1967,3.2078
Angola,AGO,1967,0.76
Antigua and Barbuda,ATG,1967,2.25
Argentina,ARG,1967,2.4663
Asia,0,1967,1.573.707
Asia (FAO),0,1967,1.5737
Australia,AUS,1967,23.346.999
Austria,AUT,1967,5.249
Bahamas,BHS,1967,9.375
Bangladesh,BGD,1967,9.375
Barbados,BRB,1967,2.3256
Belgium-Luxembourg (FAO),0,1967,5.2875
Belize,BLZ,1967,1.114
Benin,BEN,1967,6.049
Bhutan,BTN,1967,14.004.999
Bolivia,BOL,1967,1.3224
Botswana,BWA,1967,1.121
Brazil,BRA,1967,1.3828
Brunei,BRN,1967,0
Bulgaria,BGR,1967,34.736.998
Burkina Faso,BFA,1967,0.55
Burundi,BDI,1967,1.0368
Cambodia,KHM,1967,12.811.999
Cameroon,CMR,1967,7.506
Canada,CAN,1967,5.311
Cape Verde,CPV,1967,48.889.998
Caribbean (FAO),0,1967,10.771.999
Central African Republic,CAF,1967,79.999.995
Central America (FAO),0,1967,1.1029
Chad,TCD,1967,1
Chile,CHL,1967,39.283.998
China,CHN,1967,1.9344
Colombia,COL,1967,1.0759
Comoros,COM,1967,1.0938
Congo,COG,1967,625
Costa Rica,CRI,1967,12.961.999
Cote d'Ivoire,CIV,1967,77.459.997
Cuba,CUB,1967,93.619.996
Cyprus,CYP,1967,0
Czechoslovakia,OWID_CZS,1967,3.0442
Democratic Republic of Congo,COD,1967,68.329.996
Denmark,DNK,1967,0
Dominica,DMA,1967,1.28
Dominican Republic,DOM,1967,15.418.999
East Timor,TLS,1967,1.0205
Eastern Africa (FAO),0,1967,11.410.999
Eastern Asia (FAO),0,1967,1.9524
Eastern Europe (FAO),0,1967,2.5369
Ecuador,ECU,1967,62.549.996
Egypt,EGY,1967,3.4506
El Salvador,SLV,1967,1.0885
Eswatini,SWZ,1967,6.731
Ethiopia (former),OWID_ERE,1967,1.1978
Europe,0,1967,27.649.324
Europe (FAO),0,1967,27.649.999
European Union (27),0,1967,28.031.697
European Union (27) (FAO),0,1967,2.8033
Faroe Islands,FRO,1967,0
Fiji,FJI,1967,2.4672
Finland,FIN,1967,0
France,FRA,1967,4.088
French Guiana,GUF,1967,73.332.996
French Polynesia,PYF,1967,0
Gabon,GAB,1967,1.5091
Gambia,GMB,1967,1.15
Germany,DEU,1967,4.6993
Ghana,GHA,1967,11.639.999
Greece,GRC,1967,23.446.999
Grenada,GRD,1967,871
Guadeloupe,GLP,1967,2
Guatemala,GTM,1967,871
Guinea,GIN,1967,1.1587
Guinea-Bissau,GNB,1967,0.7
Guyana,GUY,1967,1.1235
Haiti,HTI,1967,1.0696
High-income countries,0,1967,4.439.279
Honduras,HND,1967,11.970.999
Hong Kong,HKG,1967,0
Hungary,HUN,1967,28.479.998
Iceland,ISL,1967,0
India,IND,1967,1.1228
Indonesia,IDN,1967,9.302
Iran,IRN,1967,11.999.999
Iraq,IRQ,1967,1.1168
Ireland,IRL,1967,0
Israel,ISR,1967,3.6536
Italy,ITA,1967,3.7961
Jamaica,JAM,1967,11.726.999
Japan,JPN,1967,2.8458
Jordan,JOR,1967,1.2156
Kenya,KEN,1967,11.999.999
Land Locked Developing Countries (FAO),0,1967,1.29
Laos,LAO,1967,15.713.999
Least Developed Countries (FAO),0,1967,9.895
Lebanon,LBN,1967,1.757
Lesotho,LSO,1967,7.432
Liberia,LBR,1967,0
Libya,LBY,1967,7.133
Low Income Food Deficit Countries (FAO),0,1967,11.553.999
Low-income countries,0,1967,12.141.278
Lower-middle-income countries,0,1967,11.055.548
Madagascar,MDG,1967,1.0667
Malawi,MWI,1967,1.4699
Malaysia,MYS,1967,19.262.999
Maldives,MDV,1967,1
Mali,MLI,1967,90.669.996
Malta,MLT,1967,0
Mauritania,MRT,1967,87.689.996
Mauritius,MUS,1967,1.7052
Melanesia,OWID_MNS,1967,1.4777
Mexico,MEX,1967,1.1304
Middle Africa (FAO),0,1967,7.367
Mongolia,MNG,1967,0
Morocco,MAR,1967,6.701
Mozambique,MOZ,1967,1
Myanmar,MMR,1967,71.849.996
Namibia,NAM,1967,12.221.999
Nepal,NPL,1967,1.8097
Net Food Importing Developing Countries (FAO),0,1967,1.1414
Netherlands,NLD,1967,37.914.999
New Caledonia,NCL,1967,1.4167
New Zealand,NZL,1967,60.411.997
Nicaragua,NIC,1967,88.879.997
Niger,NER,1967,57.559.997
Nigeria,NGA,1967,81.689.996
North America,0,1967,3.941.618
North Korea,PRK,1967,25.277.998
Northern Africa (FAO),0,1967,2.12
Northern America (FAO),0,1967,5.0305
Northern Europe (FAO),0,1967,0
Norway,NOR,1967,0
Oceania,0,1967,24.435.673
Oceania (FAO),0,1967,2.4436
Oman,OMN,1967,0
Pakistan,PAK,1967,1.3021
Panama,PAN,1967,788
Papua New Guinea,PNG,1967,1.375
Paraguay,PRY,1967,1.3
Peru,PER,1967,16.295.999
Philippines,PHL,1967,72.029.996
Poland,POL,1967,2.4138
Polynesia,OWID_PYA,1967,0
Portugal,PRT,1967,1.4304
Puerto Rico,PRI,1967,1.1541
Reunion,REU,1967,3.6667
Romania,ROU,1967,21.290.998
Rwanda,RWA,1967,1
Saint Kitts and Nevis,KNA,1967,0
Saint Lucia,LCA,1967,1.5
Saint Vincent and the Grenadines,VCT,1967,3.36
Sao Tome and Principe,STP,1967,1.4333
Saudi Arabia,SAU,1967,0.5
Senegal,SEN,1967,7.926
Sierra Leone,SLE,1967,95.239.997
Small Island Developing States (FAO),0,1967,1.0145
Solomon Islands,SLB,1967,0
Somalia,SOM,1967,8.333
South Africa,ZAF,1967,2.136
South America,0,1967,15.822.206
South America (FAO),0,1967,15.821.999
South Korea,KOR,1967,6.802
South-eastern Asia (FAO),0,1967,9.754
Southern Africa (FAO),0,1967,2.0565
Southern Asia (FAO),0,1967,1.2008
Southern Europe (FAO),0,1967,2.8479
Spain,ESP,1967,2.501
Sri Lanka,LKA,1967,11.725.999
Sudan (former),0,1967,51.089.996
Suriname,SUR,1967,1.4337
Sweden,SWE,1967,0
Switzerland,CHE,1967,5.7158
Syria,SYR,1967,1.609
Taiwan,TWN,1967,29.963.999
Tanzania,TZA,1967,0.75
Thailand,THA,1967,20.342.999
Togo,TGO,1967,49.449.998
Trinidad and Tobago,TTO,1967,4.1667
Tunisia,TUN,1967,0
Turkey,TUR,1967,15.555.999
USSR,OWID_USS,1967,26.292.999
Uganda,UGA,1967,8.364
United Kingdom,GBR,1967,0
United States,USA,1967,502.728
Upper-middle-income countries,0,1967,17.799.582
Uruguay,URY,1967,51.699.996
Vanuatu,VUT,1967,4.667
Venezuela,VEN,1967,1.0281
Vietnam,VNM,1967,1.1
Western Africa (FAO),0,1967,7.818
Western Asia (FAO),0,1967,1.453
Western Europe (FAO),0,1967,41.791.997
World,OWID_WRL,1967,2.4236
Yemen,YEM,1967,2.3636
Yugoslavia,OWID_YGS,1967,2.8701
Zambia,ZMB,1967,9.277
Zimbabwe,ZWE,1967,1.7743
Afghanistan,AFG,1968,17.063.999
Africa,0,1968,10.761.675
